attendance_id,student_id,course_id,lecture_date,status
ATT003914,STU00050,CRS003,2026-04-14,Late
ATT003915,STU00408,CRS008,2026-06-18,Late
ATT003916,STU00920,CRS011,2026-04-11,Absent
ATT003917,STU00281,CRS002,2026-04-20,Absent
ATT003918,STU00175,CRS007,2026-04-30,Present
ATT003919,STU00285,CRS016,2026-04-20,Present
ATT003920,STU00515,CRS006,2026-06-05,Late
ATT003921,STU00625,CRS011,2026-06-24,Late
ATT003922,STU00906,CRS009,2026-04-25,Present
ATT003923,STU00059,CRS003,2026-05-14,Absent
ATT003924,STU00532,CRS017,2026-06-25,Present
ATT003925,STU00164,CRS009,2026-05-02,Late
ATT003926,STU00463,CRS008,2026-05-20,Present
ATT003927,STU00139,CRS014,2026-04-27,Present
ATT003928,STU00398,CRS018,2026-06-07,Absent
ATT003929,STU00006,CRS016,2026-05-15,Present
ATT003930,STU00060,CRS012,2026-05-17,Late
ATT003931,STU00656,CRS002,2026-05-06,Present
ATT003932,STU00118,CRS019,2026-04-18,Absent
ATT003933,STU00998,CRS001,2026-04-16,Late
ATT003934,STU00182,CRS015,2026-06-01,Present
ATT003935,STU00835,CRS003,2026-06-19,Absent
ATT003936,STU00190,CRS014,2026-04-26,Present
ATT003937,STU00765,CRS002,2026-05-06,Late
ATT003938,STU00371,CRS008,2026-05-23,Absent
ATT003939,STU00054,CRS019,2026-06-08,Present
ATT003940,STU00204,CRS002,2026-04-29,Present
ATT003941,STU00473,CRS003,2026-06-11,Absent
ATT003942,STU00607,CRS011,2026-06-25,Late
ATT003943,STU00015,CRS001,2026-05-14,Absent
ATT003944,STU00262,CRS003,2026-06-19,Late
ATT003945,STU00587,CRS010,2026-05-09,Late
ATT003946,STU00728,CRS011,2026-06-07,Late
ATT003947,STU00300,CRS008,2026-06-13,Late
ATT003948,STU00144,CRS019,2026-05-27,Late
ATT003949,STU00479,CRS014,2026-05-25,Late
ATT003950,STU00568,CRS019,2026-05-09,Present
ATT003951,STU00885,CRS014,2026-05-22,Absent
ATT003952,STU00134,CRS020,2026-05-04,Absent
ATT003953,STU00285,CRS016,2026-05-27,Present
ATT003954,STU00423,CRS003,2026-04-06,Late
ATT003955,STU00812,CRS017,2026-04-16,Present
ATT003956,STU00485,CRS007,2026-04-04,Absent
ATT003957,STU00830,CRS018,2026-05-17,Present
ATT003958,STU00218,CRS003,2026-05-23,Present
ATT003959,STU00264,CRS011,2026-04-27,Present
ATT003960,STU00157,CRS012,2026-06-14,Late
ATT003961,STU00679,CRS020,2026-05-29,Absent
ATT003962,STU00227,CRS006,2026-06-26,Present
ATT003963,STU00479,CRS010,2026-05-02,Present
ATT003964,STU00994,CRS012,2026-04-03,Absent
ATT003965,STU00262,CRS017,2026-04-17,Present
ATT003966,STU00345,CRS005,2026-04-30,Absent
ATT003967,STU00542,CRS002,2026-06-11,Absent
ATT003968,STU00882,CRS009,2026-05-03,Late
ATT003969,STU00445,CRS002,2026-04-07,Late
ATT003970,STU00439,CRS015,2026-05-30,Present
ATT003971,STU00602,CRS018,2026-05-04,Present
ATT003972,STU00734,CRS009,2026-06-10,Absent
ATT003973,STU00953,CRS018,2026-04-12,Late
ATT003974,STU00199,CRS018,2026-04-29,Absent
ATT003975,STU00990,CRS006,2026-04-01,Absent
ATT003976,STU00819,CRS008,2026-04-30,Absent
ATT003977,STU00943,CRS010,2026-05-12,Absent
ATT003978,STU00936,CRS005,2026-06-11,Late
ATT003979,STU00048,CRS011,2026-06-20,Absent
ATT003980,STU00054,CRS015,2026-05-21,Absent
ATT003981,STU00949,CRS009,2026-05-05,Late
ATT003982,STU00051,CRS013,2026-05-25,Absent
ATT003983,STU00459,CRS020,2026-05-18,Absent
ATT003984,STU00360,CRS003,2026-04-10,Absent
ATT003985,STU00983,CRS013,2026-04-26,Present
ATT003986,STU00210,CRS019,2026-05-25,Present
ATT003987,STU00746,CRS001,2026-06-19,Late
ATT003988,STU00034,CRS018,2026-06-17,Absent
ATT003989,STU00923,CRS011,2026-04-07,Present
ATT003990,STU00043,CRS016,2026-06-20,Late
ATT003991,STU00716,CRS010,2026-05-08,Late
ATT003992,STU00028,CRS020,2026-06-08,Present
ATT003993,STU00910,CRS008,2026-04-29,Present
ATT003994,STU00973,CRS003,2026-04-29,Present
ATT003995,STU00473,CRS017,2026-04-18,Absent
ATT003996,STU00097,CRS020,2026-06-12,Late
ATT003997,STU00019,CRS005,2026-05-15,Absent
ATT003998,STU00824,CRS010,2026-06-29,Late
ATT003999,STU00965,CRS015,2026-05-08,Late
ATT004000,STU00398,CRS002,2026-04-12,Late
ATT004001,STU00719,CRS006,2026-04-16,Present
ATT004002,STU00649,CRS001,2026-04-30,Absent
ATT004003,STU00734,CRS020,2026-05-05,Absent
ATT004004,STU00941,CRS008,2026-05-22,Absent
ATT004005,STU00837,CRS009,2026-04-26,Late
ATT004006,STU00963,CRS003,2026-05-28,Late
ATT004007,STU00181,CRS001,2026-06-17,Present
ATT004008,STU00682,CRS005,2026-06-28,Present
ATT004009,STU00448,CRS011,2026-06-22,Late
ATT004010,STU00365,CRS002,2026-04-26,Present
ATT004011,STU00161,CRS014,2026-06-15,Late
ATT004012,STU00941,CRS002,2026-05-07,Present
ATT004013,STU00327,CRS004,2026-06-20,Absent
ATT004014,STU00219,CRS006,2026-06-22,Absent
ATT004015,STU00989,CRS019,2026-04-04,Absent
ATT004016,STU00450,CRS020,2026-05-29,Absent
ATT004017,STU00032,CRS015,2026-04-07,Absent
ATT004018,STU00044,CRS016,2026-04-09,Present
ATT004019,STU00783,CRS015,2026-06-12,Late
ATT004020,STU00195,CRS005,2026-06-05,Absent
ATT004021,STU00609,CRS018,2026-04-25,Present
ATT004022,STU00953,CRS012,2026-06-07,Late
ATT004023,STU00760,CRS019,2026-05-07,Late
ATT004024,STU00374,CRS001,2026-05-21,Present
ATT004025,STU00682,CRS003,2026-04-29,Present
ATT004026,STU00009,CRS013,2026-05-26,Absent
ATT004027,STU00980,CRS020,2026-05-06,Present
ATT004028,STU00993,CRS010,2026-06-02,Late
ATT004029,STU00012,CRS007,2026-05-11,Late
ATT004030,STU00918,CRS019,2026-06-16,Present
ATT004031,STU00003,CRS009,2026-06-27,Absent
ATT004032,STU00129,CRS002,2026-04-11,Present
ATT004033,STU00438,CRS002,2026-05-04,Late
ATT004034,STU00626,CRS010,2026-05-26,Present
ATT004035,STU00073,CRS018,2026-04-03,Absent
ATT004036,STU00641,CRS020,2026-04-05,Present
ATT004037,STU00978,CRS008,2026-04-01,Late
ATT004038,STU00344,CRS020,2026-04-10,Late
ATT004039,STU00913,CRS006,2026-04-30,Late
ATT004040,STU00367,CRS012,2026-06-01,Present
ATT004041,STU00931,CRS012,2026-05-10,Late
ATT004042,STU00580,CRS011,2026-04-16,Present
ATT004043,STU00046,CRS012,2026-04-18,Absent
ATT004044,STU00072,CRS002,2026-06-21,Present
ATT004045,STU00417,CRS016,2026-05-04,Late
ATT004046,STU00963,CRS019,2026-06-21,Present
ATT004047,STU00659,CRS001,2026-06-29,Absent
ATT004048,STU00584,CRS014,2026-06-24,Late
ATT004049,STU00060,CRS003,2026-06-18,Late
ATT004050,STU00396,CRS015,2026-04-24,Absent
ATT004051,STU00269,CRS002,2026-06-10,Late
ATT004052,STU00916,CRS008,2026-04-10,Absent
ATT004053,STU00512,CRS009,2026-06-25,Late
ATT004054,STU00696,CRS005,2026-04-07,Late
ATT004055,STU00911,CRS007,2026-04-30,Late
ATT004056,STU00198,CRS019,2026-05-26,Absent
ATT004057,STU00314,CRS019,2026-06-13,Late
ATT004058,STU00986,CRS012,2026-04-25,Present
ATT004059,STU00021,CRS001,2026-04-16,Absent
ATT004060,STU00502,CRS015,2026-04-13,Absent
ATT004061,STU00776,CRS006,2026-05-12,Absent
ATT004062,STU00335,CRS001,2026-04-12,Present
ATT004063,STU00164,CRS012,2026-06-17,Present
ATT004064,STU00074,CRS016,2026-06-07,Present
ATT004065,STU00388,CRS011,2026-06-19,Absent
ATT004066,STU00133,CRS013,2026-06-26,Present
ATT004067,STU00292,CRS004,2026-05-08,Absent
ATT004068,STU00550,CRS009,2026-05-11,Present
ATT004069,STU00596,CRS002,2026-04-12,Late
ATT004070,STU00191,CRS019,2026-05-18,Late
ATT004071,STU00797,CRS005,2026-05-23,Present
ATT004072,STU00808,CRS008,2026-05-30,Absent
ATT004073,STU00338,CRS004,2026-06-27,Present
ATT004074,STU00015,CRS002,2026-04-29,Late
ATT004075,STU00040,CRS014,2026-06-05,Late
ATT004076,STU00047,CRS012,2026-04-21,Present
ATT004077,STU00004,CRS018,2026-04-24,Late
ATT004078,STU00935,CRS014,2026-04-27,Late
ATT004079,STU00259,CRS008,2026-04-08,Present
ATT004080,STU00155,CRS004,2026-05-21,Present
ATT004081,STU00393,CRS013,2026-06-18,Absent
ATT004082,STU00225,CRS005,2026-05-30,Late
ATT004083,STU00949,CRS001,2026-06-06,Absent
ATT004084,STU00917,CRS011,2026-04-19,Absent
ATT004085,STU00342,CRS019,2026-04-08,Late
ATT004086,STU00808,CRS018,2026-06-27,Absent
ATT004087,STU00331,CRS019,2026-04-06,Present
ATT004088,STU00089,CRS006,2026-04-02,Late
ATT004089,STU00754,CRS019,2026-04-20,Absent
ATT004090,STU00319,CRS006,2026-06-13,Absent
ATT004091,STU00047,CRS008,2026-04-17,Present
ATT004092,STU00429,CRS006,2026-04-10,Present
ATT004093,STU00905,CRS005,2026-04-19,Absent
ATT004094,STU00378,CRS012,2026-05-24,Late
ATT004095,STU00191,CRS003,2026-05-18,Absent
ATT004096,STU00473,CRS015,2026-06-17,Present
ATT004097,STU00711,CRS020,2026-06-08,Present
ATT004098,STU00001,CRS015,2026-04-29,Present
ATT004099,STU00093,CRS012,2026-05-11,Present
ATT004100,STU00231,CRS018,2026-04-14,Present
ATT004101,STU00185,CRS007,2026-05-16,Absent
ATT004102,STU00717,CRS006,2026-06-22,Present
ATT004103,STU00662,CRS020,2026-04-20,Late
ATT004104,STU00676,CRS006,2026-05-03,Present
ATT004105,STU00361,CRS017,2026-06-27,Present
ATT004106,STU00534,CRS019,2026-06-18,Absent
ATT004107,STU00740,CRS001,2026-05-17,Late
ATT004108,STU00374,CRS019,2026-06-10,Present
ATT004109,STU00444,CRS004,2026-04-17,Present
ATT004110,STU00515,CRS014,2026-04-26,Present
ATT004111,STU00548,CRS012,2026-04-15,Absent
ATT004112,STU00563,CRS018,2026-04-28,Present
ATT004113,STU00747,CRS019,2026-06-18,Absent
ATT004114,STU00582,CRS015,2026-05-29,Late
ATT004115,STU00996,CRS016,2026-04-14,Present
ATT004116,STU00720,CRS004,2026-06-18,Absent
ATT004117,STU00569,CRS017,2026-06-07,Present
ATT004118,STU00725,CRS002,2026-04-22,Absent
ATT004119,STU00939,CRS008,2026-06-20,Absent
ATT004120,STU00547,CRS020,2026-04-17,Present
ATT004121,STU00068,CRS018,2026-04-03,Absent
ATT004122,STU00623,CRS005,2026-05-30,Late
ATT004123,STU00930,CRS019,2026-05-11,Absent
ATT004124,STU00920,CRS006,2026-04-24,Late
ATT004125,STU00282,CRS011,2026-06-23,Absent
ATT004126,STU00887,CRS002,2026-04-08,Late
ATT004127,STU00098,CRS017,2026-05-09,Present
ATT004128,STU00172,CRS016,2026-04-14,Present
ATT004129,STU00001,CRS002,2026-05-16,Present
ATT004130,STU00564,CRS007,2026-05-16,Late
ATT004131,STU00301,CRS018,2026-04-05,Present
ATT004132,STU00640,CRS008,2026-04-25,Present
ATT004133,STU00678,CRS005,2026-04-09,Present
ATT004134,STU00258,CRS003,2026-05-29,Absent
ATT004135,STU00285,CRS016,2026-06-05,Absent
ATT004136,STU00670,CRS007,2026-05-09,Late
ATT004137,STU00134,CRS017,2026-04-27,Late
ATT004138,STU00112,CRS003,2026-05-07,Absent
ATT004139,STU00997,CRS012,2026-05-24,Late
ATT004140,STU00616,CRS007,2026-05-18,Late
ATT004141,STU00010,CRS005,2026-05-15,Late
ATT004142,STU00642,CRS001,2026-05-10,Present
ATT004143,STU00036,CRS007,2026-06-01,Present
ATT004144,STU00283,CRS005,2026-05-29,Present
ATT004145,STU00872,CRS005,2026-06-26,Present
ATT004146,STU00734,CRS015,2026-04-20,Absent
ATT004147,STU00367,CRS005,2026-04-05,Late
ATT004148,STU00896,CRS004,2026-04-04,Present
ATT004149,STU00381,CRS007,2026-04-24,Present
ATT004150,STU00920,CRS005,2026-04-06,Late
ATT004151,STU00095,CRS014,2026-04-10,Absent
ATT004152,STU00907,CRS002,2026-04-21,Absent
ATT004153,STU00259,CRS013,2026-05-26,Present
ATT004154,STU00002,CRS002,2026-06-04,Absent
ATT004155,STU00732,CRS020,2026-05-06,Present
ATT004156,STU00957,CRS015,2026-04-10,Absent
ATT004157,STU00470,CRS012,2026-06-06,Absent
ATT004158,STU00924,CRS019,2026-06-19,Present
ATT004159,STU00625,CRS018,2026-04-25,Present
ATT004160,STU00135,CRS003,2026-04-19,Late
ATT004161,STU00023,CRS006,2026-06-10,Late
ATT004162,STU00091,CRS014,2026-05-02,Late
ATT004163,STU00904,CRS003,2026-04-26,Absent
ATT004164,STU00305,CRS013,2026-05-24,Late
ATT004165,STU00041,CRS006,2026-06-06,Late
ATT004166,STU00767,CRS017,2026-04-09,Present
ATT004167,STU00122,CRS001,2026-05-16,Absent
ATT004168,STU00253,CRS018,2026-06-03,Absent
ATT004169,STU00068,CRS020,2026-05-13,Absent
ATT004170,STU00401,CRS006,2026-04-28,Present
ATT004171,STU00581,CRS003,2026-06-21,Present
ATT004172,STU00961,CRS004,2026-04-22,Absent
ATT004173,STU00498,CRS001,2026-04-29,Late
ATT004174,STU00057,CRS012,2026-04-07,Absent
ATT004175,STU00570,CRS012,2026-04-17,Absent
ATT004176,STU00861,CRS013,2026-06-20,Absent
ATT004177,STU00976,CRS002,2026-04-13,Absent
ATT004178,STU00239,CRS013,2026-04-02,Present
ATT004179,STU00086,CRS019,2026-05-13,Late
ATT004180,STU00823,CRS013,2026-05-01,Absent
ATT004181,STU00370,CRS002,2026-04-16,Absent
ATT004182,STU00595,CRS010,2026-04-24,Absent
ATT004183,STU00307,CRS002,2026-04-07,Absent
ATT004184,STU00988,CRS014,2026-06-01,Absent
ATT004185,STU00201,CRS010,2026-06-16,Late
ATT004186,STU00788,CRS007,2026-05-24,Late
ATT004187,STU00230,CRS019,2026-06-27,Absent
ATT004188,STU00352,CRS001,2026-05-23,Absent
ATT004189,STU00662,CRS020,2026-05-14,Absent
ATT004190,STU00171,CRS015,2026-04-23,Present
ATT004191,STU00132,CRS006,2026-04-10,Absent
ATT004192,STU00137,CRS014,2026-06-13,Present
ATT004193,STU00090,CRS010,2026-05-22,Present
ATT004194,STU00261,CRS007,2026-06-29,Absent
ATT004195,STU00681,CRS005,2026-06-15,Late
ATT004196,STU00351,CRS018,2026-05-18,Late
ATT004197,STU00328,CRS009,2026-04-16,Late
ATT004198,STU00154,CRS004,2026-04-14,Late
ATT004199,STU00527,CRS017,2026-04-09,Late
ATT004200,STU00907,CRS002,2026-04-28,Late
ATT004201,STU00752,CRS016,2026-06-06,Late
ATT004202,STU00973,CRS020,2026-05-11,Present
ATT004203,STU00757,CRS020,2026-06-06,Absent
ATT004204,STU00151,CRS008,2026-06-29,Late
ATT004205,STU00318,CRS003,2026-04-24,Late
ATT004206,STU00615,CRS019,2026-05-14,Late
ATT004207,STU00389,CRS009,2026-05-03,Present
ATT004208,STU00205,CRS018,2026-04-02,Absent
ATT004209,STU00824,CRS008,2026-05-02,Present
ATT004210,STU00737,CRS010,2026-06-03,Absent
ATT004211,STU00997,CRS006,2026-06-20,Absent
ATT004212,STU00682,CRS002,2026-06-09,Absent
ATT004213,STU00544,CRS008,2026-06-17,Present
ATT004214,STU00251,CRS009,2026-06-21,Present
ATT004215,STU00972,CRS002,2026-05-24,Late
ATT004216,STU00246,CRS003,2026-04-11,Present
ATT004217,STU00723,CRS012,2026-06-01,Late
ATT004218,STU00541,CRS016,2026-06-05,Absent
ATT004219,STU00028,CRS012,2026-04-02,Late
ATT004220,STU00273,CRS012,2026-06-28,Absent
ATT004221,STU00797,CRS013,2026-06-17,Late
ATT004222,STU00577,CRS009,2026-05-30,Absent
ATT004223,STU00338,CRS015,2026-04-13,Absent
ATT004224,STU00600,CRS009,2026-05-15,Late
ATT004225,STU00790,CRS011,2026-04-22,Present
ATT004226,STU00369,CRS008,2026-06-06,Absent
ATT004227,STU00379,CRS019,2026-06-27,Absent
ATT004228,STU00877,CRS009,2026-05-03,Absent
ATT004229,STU00395,CRS020,2026-06-06,Late
ATT004230,STU00391,CRS003,2026-04-18,Absent
ATT004231,STU00213,CRS009,2026-06-25,Present
ATT004232,STU00080,CRS006,2026-05-28,Absent
ATT004233,STU00292,CRS012,2026-06-26,Present
ATT004234,STU00548,CRS001,2026-06-18,Late
ATT004235,STU00340,CRS020,2026-06-01,Absent
ATT004236,STU00520,CRS003,2026-06-20,Absent
ATT004237,STU00189,CRS013,2026-05-11,Late
ATT004238,STU00146,CRS011,2026-06-26,Absent
ATT004239,STU00589,CRS013,2026-05-18,Absent
ATT004240,STU00309,CRS015,2026-04-24,Present
ATT004241,STU00115,CRS008,2026-06-01,Present
ATT004242,STU00464,CRS009,2026-06-19,Present
ATT004243,STU00245,CRS012,2026-05-06,Late
ATT004244,STU00602,CRS004,2026-05-08,Absent
ATT004245,STU00185,CRS013,2026-06-29,Present
ATT004246,STU00955,CRS010,2026-04-28,Present
ATT004247,STU00683,CRS009,2026-04-04,Late
ATT004248,STU00557,CRS019,2026-05-17,Present
ATT004249,STU00253,CRS006,2026-05-01,Absent
ATT004250,STU00836,CRS004,2026-05-26,Absent
ATT004251,STU00795,CRS011,2026-05-10,Absent
ATT004252,STU00218,CRS002,2026-05-11,Absent
ATT004253,STU00580,CRS014,2026-06-27,Present
ATT004254,STU00673,CRS015,2026-06-11,Present
ATT004255,STU00106,CRS001,2026-04-26,Present
ATT004256,STU00546,CRS004,2026-06-27,Absent
ATT004257,STU00962,CRS017,2026-05-15,Absent
ATT004258,STU00941,CRS006,2026-06-01,Present
ATT004259,STU00954,CRS004,2026-05-12,Present
ATT004260,STU00377,CRS018,2026-04-14,Absent
ATT004261,STU00094,CRS018,2026-06-27,Absent
ATT004262,STU00325,CRS006,2026-05-27,Present
ATT004263,STU00371,CRS009,2026-05-30,Late
ATT004264,STU00917,CRS006,2026-04-28,Absent
ATT004265,STU00910,CRS017,2026-04-26,Absent
ATT004266,STU00265,CRS009,2026-06-11,Late
ATT004267,STU00666,CRS016,2026-04-02,Present
ATT004268,STU00115,CRS016,2026-04-04,Present
ATT004269,STU00658,CRS006,2026-04-26,Late
ATT004270,STU00956,CRS001,2026-05-24,Late
ATT004271,STU00541,CRS014,2026-04-05,Absent
ATT004272,STU00896,CRS005,2026-04-28,Present
ATT004273,STU00926,CRS015,2026-05-09,Absent
ATT004274,STU00463,CRS005,2026-05-30,Late
ATT004275,STU00440,CRS013,2026-04-01,Late
ATT004276,STU00331,CRS014,2026-04-23,Present
ATT004277,STU00199,CRS015,2026-05-02,Present
ATT004278,STU00114,CRS009,2026-04-26,Present
ATT004279,STU00661,CRS002,2026-06-17,Late
ATT004280,STU00717,CRS012,2026-05-30,Present
ATT004281,STU00833,CRS015,2026-06-09,Late
ATT004282,STU00064,CRS001,2026-04-14,Absent
ATT004283,STU00333,CRS017,2026-04-08,Late
ATT004284,STU00046,CRS002,2026-04-25,Present
ATT004285,STU00942,CRS005,2026-06-29,Absent
ATT004286,STU00876,CRS006,2026-04-18,Late
ATT004287,STU00131,CRS003,2026-05-23,Absent
ATT004288,STU00190,CRS011,2026-04-08,Absent
ATT004289,STU00678,CRS007,2026-04-20,Present
ATT004290,STU00435,CRS001,2026-05-13,Late
ATT004291,STU00308,CRS008,2026-05-02,Late
ATT004292,STU00708,CRS004,2026-06-13,Present
ATT004293,STU00781,CRS013,2026-05-28,Late
ATT004294,STU00825,CRS003,2026-05-09,Absent
ATT004295,STU00168,CRS002,2026-06-27,Present
ATT004296,STU00124,CRS007,2026-04-09,Absent
ATT004297,STU00637,CRS012,2026-04-24,Absent
ATT004298,STU00726,CRS005,2026-04-28,Late
ATT004299,STU00794,CRS013,2026-04-28,Present
ATT004300,STU00928,CRS001,2026-05-21,Late
ATT004301,STU00660,CRS006,2026-06-01,Late
ATT004302,STU00743,CRS016,2026-04-30,Present
ATT004303,STU00352,CRS005,2026-05-23,Late
ATT004304,STU00382,CRS020,2026-06-01,Absent
ATT004305,STU00847,CRS007,2026-04-18,Present
ATT004306,STU00151,CRS006,2026-04-13,Present
ATT004307,STU00655,CRS015,2026-05-20,Present
ATT004308,STU00716,CRS020,2026-04-28,Present
ATT004309,STU00915,CRS017,2026-04-08,Late
ATT004310,STU00622,CRS006,2026-05-21,Present
ATT004311,STU00294,CRS012,2026-05-27,Absent
ATT004312,STU00707,CRS008,2026-05-20,Absent
ATT004313,STU00230,CRS005,2026-05-04,Present
ATT004314,STU00433,CRS014,2026-06-18,Present
ATT004315,STU00519,CRS012,2026-05-10,Present
ATT004316,STU00480,CRS013,2026-04-13,Present
ATT004317,STU00929,CRS002,2026-05-10,Late
ATT004318,STU00999,CRS015,2026-04-29,Present
ATT004319,STU00523,CRS006,2026-06-24,Absent
ATT004320,STU00621,CRS016,2026-06-04,Present
ATT004321,STU00782,CRS017,2026-05-13,Present
ATT004322,STU00849,CRS007,2026-05-09,Absent
ATT004323,STU00039,CRS004,2026-05-08,Present
ATT004324,STU00503,CRS004,2026-05-07,Present
ATT004325,STU00405,CRS004,2026-04-03,Absent
ATT004326,STU00660,CRS018,2026-05-21,Present
ATT004327,STU00914,CRS018,2026-06-26,Late
ATT004328,STU00573,CRS006,2026-05-08,Late
ATT004329,STU00091,CRS016,2026-06-08,Late
ATT004330,STU00812,CRS014,2026-05-26,Late
ATT004331,STU00780,CRS009,2026-04-28,Late
ATT004332,STU00880,CRS009,2026-04-22,Absent
ATT004333,STU00489,CRS007,2026-05-17,Absent
ATT004334,STU00453,CRS009,2026-04-12,Present
ATT004335,STU00148,CRS007,2026-05-19,Present
ATT004336,STU00707,CRS005,2026-05-21,Present
ATT004337,STU00975,CRS006,2026-04-27,Late
ATT004338,STU00520,CRS001,2026-06-07,Late
ATT004339,STU00108,CRS020,2026-05-06,Absent
ATT004340,STU00259,CRS005,2026-05-07,Absent
ATT004341,STU00573,CRS019,2026-04-01,Present
ATT004342,STU00734,CRS006,2026-06-12,Present
ATT004343,STU00751,CRS012,2026-06-18,Absent
ATT004344,STU00058,CRS013,2026-05-12,Present
ATT004345,STU00840,CRS020,2026-04-05,Absent
ATT004346,STU00216,CRS012,2026-04-05,Late
ATT004347,STU00050,CRS013,2026-06-14,Present
ATT004348,STU00853,CRS016,2026-05-29,Present
ATT004349,STU00068,CRS004,2026-05-01,Late
ATT004350,STU00056,CRS009,2026-04-09,Absent
ATT004351,STU00700,CRS016,2026-04-27,Absent
ATT004352,STU00107,CRS008,2026-05-14,Present
ATT004353,STU00497,CRS011,2026-04-30,Present
ATT004354,STU00877,CRS018,2026-04-06,Absent
ATT004355,STU00790,CRS004,2026-06-06,Late
ATT004356,STU00575,CRS011,2026-05-31,Present
ATT004357,STU00013,CRS003,2026-06-06,Present
ATT004358,STU00793,CRS013,2026-04-05,Present
ATT004359,STU00410,CRS002,2026-04-19,Late
ATT004360,STU00803,CRS010,2026-04-13,Late
ATT004361,STU00408,CRS008,2026-06-06,Late
ATT004362,STU00848,CRS016,2026-05-15,Late
ATT004363,STU00374,CRS013,2026-04-21,Present
ATT004364,STU00321,CRS009,2026-05-31,Absent
ATT004365,STU00046,CRS012,2026-06-16,Absent
ATT004366,STU00257,CRS019,2026-04-28,Present
ATT004367,STU00818,CRS006,2026-04-28,Late
ATT004368,STU00675,CRS003,2026-06-29,Absent
ATT004369,STU00088,CRS014,2026-04-01,Late
ATT004370,STU00274,CRS003,2026-05-14,Present
ATT004371,STU00579,CRS011,2026-06-01,Absent
ATT004372,STU00438,CRS009,2026-04-11,Present
ATT004373,STU00583,CRS003,2026-04-01,Late
ATT004374,STU00738,CRS013,2026-05-25,Late
ATT004375,STU00216,CRS019,2026-04-11,Absent
ATT004376,STU00461,CRS018,2026-04-09,Absent
ATT004377,STU00366,CRS006,2026-04-19,Present
ATT004378,STU00488,CRS001,2026-05-13,Present
ATT004379,STU00018,CRS009,2026-06-14,Present
ATT004380,STU00445,CRS006,2026-05-10,Late
ATT004381,STU00015,CRS003,2026-04-06,Late
ATT004382,STU00887,CRS016,2026-04-11,Present
ATT004383,STU00139,CRS003,2026-05-07,Present
ATT004384,STU00314,CRS003,2026-06-28,Present
ATT004385,STU00585,CRS008,2026-06-13,Late
ATT004386,STU00440,CRS020,2026-06-15,Absent
ATT004387,STU00473,CRS018,2026-05-20,Late
ATT004388,STU00662,CRS015,2026-06-13,Absent
ATT004389,STU00037,CRS019,2026-06-01,Late
ATT004390,STU00485,CRS007,2026-06-17,Present
ATT004391,STU00168,CRS014,2026-05-26,Absent
ATT004392,STU00914,CRS016,2026-05-09,Present
ATT004393,STU00081,CRS020,2026-05-28,Present
ATT004394,STU00135,CRS015,2026-04-17,Late
ATT004395,STU00398,CRS001,2026-06-13,Absent
ATT004396,STU00982,CRS011,2026-05-30,Late
ATT004397,STU00590,CRS017,2026-04-16,Late
ATT004398,STU00636,CRS016,2026-06-06,Late
ATT004399,STU00557,CRS014,2026-05-20,Absent
ATT004400,STU00242,CRS007,2026-05-13,Late
ATT004401,STU00701,CRS019,2026-04-27,Late
ATT004402,STU00709,CRS010,2026-05-31,Present
ATT004403,STU00118,CRS020,2026-06-26,Present
ATT004404,STU00645,CRS013,2026-05-15,Absent
ATT004405,STU00316,CRS007,2026-05-31,Present
ATT004406,STU00976,CRS017,2026-05-06,Late
ATT004407,STU00742,CRS019,2026-06-02,Late
ATT004408,STU00342,CRS006,2026-04-10,Present
ATT004409,STU00127,CRS005,2026-05-08,Present
ATT004410,STU00162,CRS004,2026-05-09,Late
ATT004411,STU00070,CRS012,2026-04-03,Present
ATT004412,STU00793,CRS012,2026-05-12,Absent
ATT004413,STU00826,CRS013,2026-05-21,Absent
ATT004414,STU00289,CRS019,2026-04-01,Late
ATT004415,STU00467,CRS010,2026-04-28,Absent
ATT004416,STU00007,CRS002,2026-05-29,Present
ATT004417,STU00143,CRS014,2026-06-20,Late
ATT004418,STU00475,CRS013,2026-05-26,Absent
ATT004419,STU00316,CRS018,2026-04-04,Late
ATT004420,STU00780,CRS014,2026-06-21,Absent
ATT004421,STU00410,CRS010,2026-06-26,Late
ATT004422,STU00458,CRS019,2026-05-13,Absent
ATT004423,STU00945,CRS010,2026-06-05,Present
ATT004424,STU00429,CRS007,2026-04-25,Absent
ATT004425,STU00911,CRS012,2026-06-28,Absent
ATT004426,STU00707,CRS002,2026-05-03,Absent
ATT004427,STU00878,CRS011,2026-06-17,Present
ATT004428,STU00023,CRS014,2026-05-16,Present
ATT004429,STU00361,CRS011,2026-05-02,Late
ATT004430,STU00225,CRS016,2026-06-03,Present
ATT004431,STU00038,CRS019,2026-05-06,Late
ATT004432,STU00395,CRS009,2026-04-06,Late
ATT004433,STU00436,CRS020,2026-05-30,Present
ATT004434,STU00985,CRS015,2026-05-02,Absent
ATT004435,STU00080,CRS004,2026-06-04,Late
ATT004436,STU00579,CRS012,2026-05-01,Present
ATT004437,STU00582,CRS013,2026-06-04,Present
ATT004438,STU00328,CRS007,2026-06-10,Present
ATT004439,STU00711,CRS012,2026-04-26,Late
ATT004440,STU00477,CRS001,2026-06-08,Present
ATT004441,STU00376,CRS012,2026-04-28,Present
ATT004442,STU00165,CRS017,2026-05-06,Present
ATT004443,STU00473,CRS014,2026-06-22,Late
